Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,country,state,total_population,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,churn_value
Yes,1,32,no offer,Yes,12.35,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,641.15,0.0,0,395.2,1036.35,United States,California,27505,Female,57,No,No,Yes,No,0,Yes,0
Yes,3,71,no offer,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,United States,California,52664,Female,59,No,No,Yes,No,0,Yes,0
No,0,1,Offer E,Yes,38.05,No,Yes,Cable,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,50.7,0.0,0,38.05,88.75,United States,California,44078,Male,56,No,No,No,No,0,No,0
No,0,18,no offer,Yes,12.21,Yes,Yes,DSL,8,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.5,1199.4,0.0,0,219.78000000000003,1419.18,United States,California,15975,Male,56,No,No,No,No,0,No,0
Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,United States,California,37127,Female,57,No,No,Yes,Yes,3,Yes,0
No,0,71,Offer A,Yes,14.91,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,0.0,0,1058.61,2551.81,United States,California,32050,Female,44,No,No,Yes,No,0,Yes,0
Yes,1,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,14,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.4,0.0,0,87.24,452.64,United States,California,4806,Female,55,No,No,Yes,No,0,Yes,1
Yes,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.14,United States,California,32369,Male,70,No,Yes,Yes,No,0,Yes,1
No,0,50,no offer,Yes,15.37,No,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,0.0,0,768.5,5317.95,United States,California,2718,Male,34,No,No,No,No,0,No,0
No,0,1,no offer,Yes,8.35,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,0.0,0,8.35,84.1,United States,California,48690,Male,79,No,Yes,No,No,0,No,1
No,0,44,Offer B,Yes,47.06,No,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,73.85,3122.4,0.0,100,2070.6400000000003,5293.040000000001,United States,California,4829,Male,69,No,Yes,No,No,0,No,0
Yes,2,61,no offer,Yes,42.31,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,68.05,4158.25,0.0,0,2580.9100000000003,6739.16,United States,California,75319,Male,23,Yes,No,Yes,Yes,2,Yes,0
No,0,29,no offer,Yes,12.92,No,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,89.65,2623.65,0.0,10,374.68,3008.33,United States,California,16996,Male,39,No,No,No,No,0,No,0
No,0,12,Offer D,Yes,1.8,No,Yes,DSL,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.75,648.65,0.0,0,21.6,670.25,United States,California,1584,Male,53,No,No,No,No,0,No,0
Yes,9,49,Offer B,Yes,16.6,Yes,Yes,DSL,14,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.3,3902.45,0.0,0,813.4000000000001,4715.85,United States,California,26265,Female,47,No,No,Yes,Yes,1,Yes,0
No,0,37,no offer,Yes,3.3,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,0.0,0,122.1,3702.4,United States,California,37218,Female,66,No,Yes,No,No,0,No,1
No,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,United States,California,7863,Male,72,No,Yes,Yes,No,0,Yes,1
No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.1999999999999,5344.06,United States,California,37090,Male,32,No,No,No,No,0,No,0
No,0,60,Offer B,Yes,49.96,Yes,Yes,DSL,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,4984.85,0.0,0,2997.6,7982.450000000001,United States,California,2771,Male,28,Yes,No,No,Yes,1,No,0
No,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,0.0,0,1075.68,9511.93,United States,California,58548,Female,78,No,Yes,No,No,0,No,0
No,0,1,Offer E,Yes,14.78,No,Yes,DSL,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,0.0,0,14.78,65.42999999999999,United States,California,34902,Male,26,Yes,No,No,No,0,No,1
Yes,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7,United States,California,439,Male,39,No,No,Yes,No,0,Yes,1
No,0,40,Offer B,Yes,32.27,No,Yes,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,89.6,3488.15,0.0,0,1290.8000000000002,4778.950000000001,United States,California,34191,Male,30,No,No,No,No,0,No,0
No,0,29,no offer,No,0.0,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.3,1004.75,0.0,0,0.0,1004.75,United States,California,11702,Male,40,No,No,No,No,0,No,0
No,0,1,Offer E,Yes,34.02,Yes,Yes,DSL,24,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.3,54.3,0.0,10,34.02,98.32,United States,California,29245,Male,62,No,No,No,No,0,No,0
No,0,36,no offer,Yes,13.35,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.15,3615.6,0.0,30,480.6,4126.2,United States,California,11509,Female,54,No,No,No,No,0,No,1
Yes,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6,United States,California,38460,Male,52,No,No,Yes,No,0,Yes,0
No,0,1,no offer,Yes,7.26,No,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,0.0,0,7.26,83.61,United States,California,37417,Female,63,No,No,No,No,0,No,1
No,0,65,no offer,Yes,41.74,No,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,0.0,0,2713.1,8172.299999999999,United States,California,21010,Female,57,No,No,No,No,0,No,0
Yes,8,72,Offer A,Yes,26.98,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0,1942.56,3718.56,United States,California,12672,Female,60,No,No,Yes,No,0,Yes,0
No,0,1,Offer E,No,0.0,No,Yes,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,50,0.0,83.6,United States,California,1622,Male,44,No,No,No,Yes,1,No,0
No,0,59,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,5496.9,0.0,0,1508.63,7005.53,United States,California,48690,Female,80,No,Yes,No,No,0,No,0
No,0,5,Offer E,Yes,48.86,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55,United States,California,37916,Female,25,Yes,No,No,No,0,No,0
Yes,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,United States,California,1826,Male,75,No,Yes,Yes,No,0,Yes,0
Yes,3,5,no offer,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,0.0,0,94.85,354.25,United States,California,52986,Male,38,No,No,Yes,Yes,1,Yes,0
No,0,56,Offer B,Yes,48.63,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,1238.65,0.0,0,2723.28,3961.93,United States,California,62069,Male,38,No,No,No,No,0,No,0
Yes,1,23,Offer D,Yes,18.91,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,454.0,0.0,0,434.93,888.9300000000001,United States,California,49839,Male,32,No,No,Yes,Yes,1,Yes,0
No,0,4,no offer,Yes,9.98,Yes,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75,201.1,0.0,0,39.92,241.02,United States,California,1859,Male,39,No,No,No,No,0,No,1
No,0,2,no offer,Yes,35.41,No,Yes,Fiber Optic,25,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,137.1,0.0,0,70.82,207.92,United States,California,7918,Female,35,No,No,No,No,0,No,0
Yes,6,11,no offer,Yes,26.11,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,184.95,0.0,0,287.21,472.16,United States,California,215,Male,34,No,No,Yes,No,0,Yes,0
Yes,1,53,no offer,Yes,19.03,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1275.6,0.0,0,1008.59,2284.19,United States,California,27778,Female,79,No,Yes,Yes,No,0,Yes,0
No,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,United States,California,35737,Male,78,No,Yes,No,No,0,No,1
Yes,9,72,no offer,Yes,48.04,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1379.8,0.0,0,3458.88,4838.68,United States,California,105285,Female,53,No,No,Yes,Yes,1,Yes,0
No,0,26,Offer C,Yes,35.75,No,Yes,Cable,71,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,56.05,1553.2,0.0,0,929.5,2482.7,United States,California,22983,Female,30,No,No,No,No,0,No,0
Yes,7,31,Offer C,No,0.0,No,Yes,Cable,25,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.95,1848.8,0.0,0,0.0,1848.8,United States,California,25566,Male,64,No,No,Yes,Yes,2,Yes,0
Yes,1,19,Offer D,Yes,11.75,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95,955.6,0.0,0,223.25,1178.85,United States,California,2198,Male,59,No,No,Yes,Yes,1,Yes,0
Yes,10,48,no offer,Yes,34.43,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0.0,0,1652.64,4442.34,United States,California,1162,Female,65,No,Yes,Yes,No,0,Yes,0
No,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,United States,California,16429,Female,26,Yes,No,No,No,0,No,1
No,0,2,no offer,Yes,16.7,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,United States,California,44915,Female,30,No,No,No,No,0,No,0
Yes,3,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0,840.7500000000001,3018.2,United States,California,46171,Male,80,No,Yes,Yes,No,0,Yes,1
Yes,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,United States,California,19975,Male,31,No,No,Yes,Yes,8,Yes,0
Yes,7,68,Offer A,Yes,34.31,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,United States,California,1203,Male,75,No,Yes,Yes,No,0,Yes,0
Yes,4,70,Offer A,Yes,38.58,Yes,Yes,DSL,25,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,72.95,5265.55,0.0,60,2700.6,8026.15,United States,California,231,Male,50,No,No,Yes,No,0,Yes,0
Yes,10,18,Offer D,Yes,45.92,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,768.05,0.0,0,826.5600000000001,1594.61,United States,California,62784,Male,41,No,No,Yes,No,0,Yes,0
No,0,3,no offer,Yes,33.39,No,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,0.0,10,100.17,397.57,United States,California,867,Female,29,Yes,No,No,No,0,No,1
No,0,45,no offer,Yes,10.36,No,Yes,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0.0,0,466.2,3740.0,United States,California,23519,Male,61,No,No,No,No,0,No,0
No,0,1,Offer E,Yes,4.02,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,United States,California,1054,Male,47,No,No,No,No,0,No,1
No,0,1,no offer,Yes,35.01,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,76.0,0.0,0,35.01,111.01,United States,California,14010,Female,20,Yes,No,No,No,0,No,1
No,0,47,no offer,Yes,6.61,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943.0,0.0,0,310.67,1253.67,United States,California,44004,Male,27,Yes,No,No,No,0,No,0
Yes,1,46,Offer B,Yes,48.62,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.719999999999,United States,California,732,Male,71,No,Yes,Yes,No,0,Yes,1
Yes,4,70,no offer,Yes,40.94,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,88.55,6306.5,0.0,0,2865.8,9172.3,United States,California,433,Male,69,No,Yes,Yes,No,0,Yes,0
Yes,4,70,Offer A,Yes,4.27,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.05,1764.75,0.0,0,298.9,2063.65,United States,California,38885,Female,24,Yes,No,Yes,Yes,2,Yes,0
Yes,7,37,Offer C,No,0.0,No,Yes,Cable,52,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.2,1525.35,0.0,0,0.0,1525.35,United States,California,47224,Male,23,Yes,No,Yes,Yes,2,Yes,0
Yes,8,15,no offer,Yes,2.12,No,Yes,Fiber Optic,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,101.9,1667.25,0.0,120,31.8,1819.05,United States,California,46227,Male,23,Yes,No,Yes,Yes,1,Yes,0
No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,United States,California,373,Female,39,No,No,No,No,0,No,0
No,0,58,no offer,No,0.0,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,45.0,2689.35,0.0,0,0.0,2689.35,United States,California,495,Male,53,No,No,Yes,No,0,Yes,0
Yes,9,43,no offer,Yes,4.34,No,Yes,DSL,23,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,56.35,2391.15,0.0,0,186.62,2577.77,United States,California,36675,Male,50,No,No,Yes,No,0,Yes,0
No,0,9,Offer E,Yes,40.0,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,0.0,0,360.0,1176.8,United States,California,104,Female,66,No,Yes,No,No,0,No,0
No,0,6,no offer,Yes,47.46,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,109.2,0.0,0,284.76,393.96,United States,California,2664,Female,60,No,No,No,No,0,No,0
Yes,8,55,Offer B,Yes,3.28,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1140.05,0.0,0,180.4,1320.4499999999998,United States,California,40836,Female,54,No,No,Yes,No,0,Yes,0
Yes,1,72,Offer A,Yes,39.3,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.2,1787.35,0.0,0,2829.6,4616.95,United States,California,69974,Female,64,No,No,Yes,Yes,3,Yes,0
No,0,8,no offer,Yes,14.32,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,156.85,0.0,0,114.56,271.41,United States,California,20993,Female,42,No,No,No,No,0,No,0
No,0,8,Offer E,Yes,45.59,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.8200000000002,United States,California,8577,Female,48,No,No,No,No,0,No,1
Yes,5,67,Offer A,Yes,7.91,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.85,1327.4,0.0,0,529.97,1857.37,United States,California,24227,Female,57,No,No,Yes,No,0,Yes,0
Yes,5,69,no offer,Yes,42.49,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1412.65,0.0,0,2931.81,4344.46,United States,California,47613,Female,28,Yes,No,Yes,Yes,2,Yes,0
Yes,1,44,no offer,No,0.0,No,Yes,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.3,2317.1,0.0,10,0.0,2327.1,United States,California,1519,Male,25,Yes,No,Yes,Yes,1,Yes,0
No,0,1,Offer E,Yes,32.44,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.4,44.4,0.0,0,32.44,76.84,United States,California,31180,Male,45,No,No,No,No,0,No,1
Yes,1,1,Offer E,Yes,22.86,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.85,20.85,0.0,0,22.86,43.71,United States,California,1328,Female,80,No,Yes,Yes,No,0,Yes,1
Yes,5,26,no offer,Yes,37.6,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.3,2015.8,0.0,0,977.6,2993.4,United States,California,6822,Female,50,No,No,Yes,No,0,Yes,0
Yes,5,39,Offer C,Yes,40.25,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,United States,California,42663,Male,29,Yes,No,Yes,No,0,Yes,1
No,0,14,Offer D,Yes,27.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,1337.45,0.0,0,389.2,1726.65,United States,California,2318,Male,47,No,No,No,No,0,No,0
No,0,54,no offer,Yes,45.77,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,0.0,0,2471.5800000000004,6841.83,United States,California,1584,Female,68,No,Yes,No,No,0,No,1
No,0,49,Offer B,Yes,45.46,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.7,4920.55,0.0,0,2227.54,7148.09,United States,California,1508,Male,56,No,No,No,No,0,No,0
No,0,65,no offer,Yes,41.88,Yes,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,6937.95,0.0,0,2722.2000000000003,9660.15,United States,California,25303,Male,53,No,No,Yes,No,0,Yes,1
Yes,2,38,Offer C,Yes,32.11,Yes,Yes,DSL,16,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69.0,2669.45,0.0,0,1220.18,3889.63,United States,California,39089,Male,34,No,No,Yes,No,0,Yes,0
No,0,2,no offer,Yes,30.73,No,Yes,Fiber Optic,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.95,119.75,0.0,0,61.46,181.21,United States,California,40917,Female,26,Yes,No,No,No,0,No,1
Yes,1,60,no offer,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,United States,California,46639,Male,48,No,No,Yes,Yes,3,Yes,0
Yes,9,69,Offer A,Yes,3.41,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.55,7806.5,0.0,0,235.29,8041.79,United States,California,3220,Male,29,Yes,No,Yes,No,0,Yes,0
Yes,7,70,no offer,Yes,3.67,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.15,7475.1,0.0,0,256.9,7732.0,United States,California,3747,Male,37,No,No,Yes,Yes,3,Yes,0
No,0,4,no offer,Yes,17.7,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.9,238.5,0.0,0,70.8,309.3,United States,California,3699,Male,51,No,No,No,No,0,No,0
No,0,14,Offer D,Yes,21.03,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.25,773.2,0.0,0,294.42,1067.62,United States,California,435,Female,33,No,No,No,No,0,No,0
No,0,1,no offer,Yes,35.25,No,Yes,Fiber Optic,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,35.25,110.15,United States,California,7936,Female,26,Yes,No,No,No,0,No,1
Yes,9,71,Offer A,Yes,22.83,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.45,6029.9,0.0,0,1620.9299999999998,7650.83,United States,California,15882,Male,35,No,No,Yes,Yes,3,Yes,0
No,0,68,no offer,Yes,49.42,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0.0,0,3360.56,10509.91,United States,California,17554,Male,40,No,No,No,No,0,No,0
No,0,20,no offer,Yes,27.11,Yes,Yes,DSL,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,61.6,1174.35,0.0,0,542.2,1716.55,United States,California,4253,Female,67,No,Yes,No,No,0,No,1
No,0,6,no offer,Yes,21.97,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,556.35,0.0,0,131.82,688.1700000000001,United States,California,1472,Male,53,No,No,No,No,0,No,1
Yes,2,71,Offer A,Yes,12.26,No,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.4,7168.25,0.0,0,870.46,8038.71,United States,California,2706,Female,78,No,Yes,Yes,No,0,Yes,0
Yes,5,66,no offer,Yes,38.55,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1672.35,0.0,0,2544.3,4216.65,United States,California,4198,Male,59,No,No,Yes,Yes,3,Yes,0
No,0,4,no offer,Yes,22.07,No,Yes,DSL,41,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.55,235.65,0.0,0,88.28,323.93,United States,California,18735,Female,24,Yes,No,No,No,0,No,0
No,0,55,Offer B,Yes,39.29,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.1,1001.5,0.0,0,2160.95,3162.45,United States,California,23789,Male,53,No,No,No,Yes,2,No,0
No,0,72,no offer,Yes,19.64,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.1,1734.65,0.0,0,1414.08,3148.73,United States,California,25988,Male,48,No,No,Yes,Yes,1,Yes,0
Yes,8,18,no offer,Yes,14.6,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,357.0,0.0,0,262.8,619.8,United States,California,17018,Female,39,No,No,Yes,Yes,2,Yes,0
Yes,7,25,no offer,Yes,3.81,No,Yes,Fiber Optic,8,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7,2338.35,0.0,0,95.25,2433.6,United States,California,71126,Male,51,No,No,Yes,No,0,Yes,0
No,0,40,no offer,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.65,0.0,0,1353.1999999999998,4561.85,United States,California,821,Female,41,No,No,No,No,0,No,0
Yes,1,71,no offer,Yes,8.21,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.25,1732.95,0.0,0,582.9100000000001,2315.86,United States,California,34447,Female,30,No,No,Yes,No,0,Yes,0
No,0,29,no offer,No,0.0,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.1,712.85,0.0,0,0.0,712.85,United States,California,2602,Female,53,No,No,No,No,0,No,1
Yes,10,29,no offer,Yes,32.03,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,0.0,0,928.87,3585.57,United States,California,1140,Male,73,No,Yes,Yes,No,0,Yes,0
